time,sensor1,sensor2,sensor3,sensor4,sensor5
0.0,0.5022992219164938,0.5968642545375762,0.6473674203921037,0.6815303342857053,0.7959428784144387
1.0,0.4761695467043139,0.5920404226486,0.6671319498885915,0.7854245829322186,0.682732790945557
2.0,0.5324414373539577,0.7159348135728245,0.6325036205976717,0.7323287062386004,0.783018436076195
3.0,0.46852258993983054,0.6592040268955619,0.613927191499612,0.6386005422110588,0.7693145155171869
4.0,0.4236517278618981,0.5476299784096386,0.7109182504687596,0.7320525334476518,0.6710493989872088
5.0,0.5080537082734606,0.5852103109763178,0.6784708546944779,0.7128800465090462,0.7743987833441838
6.0,0.48481792181363226,0.5036562195350702,0.7453605183955867,0.7742699540882478,0.8204335819631698
7.0,0.6369684040457945,0.5475024863937841,0.7107571131133982,0.8392919957625616,0.7674883917545171
8.0,0.4475395506710648,0.5976922255333613,0.7287442420763999,0.7289114023289128,0.7242130538099468
9.0,0.5340759024260714,0.5257466843421089,0.7764487228475965,0.8065742796731055,0.7103811295119907
10.0,0.40463242716801073,0.5037623260149517,0.6251915686132734,0.7212651606692068,0.7902789586579095
11.0,0.648868032927761,0.5671033675833773,0.6813932630790983,0.7635625368091704,0.6828078161734921
12.0,0.4834896092657616,0.5136997140356936,0.6698831611260634,0.7382132111953614,0.8508542902605114
13.0,0.5245750752969507,0.5736327543967663,0.5660334855737428,0.8151545220409464,0.7175188524864415
14.0,0.5719430401102614,0.5559228336384867,0.7439372344600887,0.7350639337619463,0.7624527835021674
15.0,0.5333531658228864,0.6403732226863393,0.7265625146981584,0.750198343264955,0.719923917887315
16.0,0.47934150119267765,0.6666135845297267,0.6924720483564903,0.7793981143291143,0.7662266652189235
17.0,0.5828455345184528,0.555860676517428,0.7405330372605471,0.8874707185382935,0.7537404411199283
18.0,0.4672033184266861,0.6303615264766148,0.657239667203821,0.615666479461542,0.7591787127619357
19.0,0.5557084151839364,0.5998942876727518,0.5925416312560504,0.7535697168674443,0.8160420267383846
20.0,0.5062239409197263,0.571948528779484,0.6951551689419563,0.6991374890150307,0.8506382617615748
21.0,0.48808457692746904,0.5749096920847294,0.6619850531007315,0.74233493779556,0.7887590186487101
22.0,0.4644227363526847,0.5964756124516732,0.7603017280522377,0.7096203877087329,0.8167094093000428
23.0,0.5234274615789015,0.5797447393703121,0.7101398160627496,0.7482153296342942,0.8081856987752207
24.0,0.4992106242004747,0.5935691521055814,0.630251679334928,0.6795131032480385,0.765757560048358
25.0,0.5130618736536695,0.5986012664583089,0.7483610040881701,0.7916701666338956,0.7578966498693691
26.0,0.40885335795777356,0.5751713626780042,0.6480430376258549,0.8046634437113909,0.7480442106079996
27.0,0.5106824540081667,0.5524219301196244,0.7048907808570182,0.7155075478185319,0.7782698592548042
28.0,0.5117128134418214,0.5507415169497529,0.702711124793947,0.7379348808005816,0.7922668871968683
29.0,0.5096262605777996,0.6393512424324989,0.6711191621161563,0.6576865395139022,0.7787086919321403
30.0,0.4801488903161741,0.5812233077765192,0.7133084725328178,0.7132212231664103,0.8089427737608952
31.0,0.40279685977246177,0.580178563362694,0.6633051604433889,0.636889472255942,0.8006799846092041
32.0,0.4867093780684666,0.6729978408370876,0.6692425118714704,0.7432805240261573,0.7016400772553028
33.0,0.49676817122637035,0.6243816075210287,0.6927832965993304,0.6816065206197375,0.7558078486295677
34.0,0.42275701179859815,0.67975924345357,0.7049315102793172,0.7587897178219181,0.7683158566478004
35.0,0.4023838513781305,0.6074858304586771,0.7021051782024024,0.7343692008828859,0.8238790967351651
36.0,0.5172462505487717,0.6124270585049183,0.725664730185769,0.831862352649462,0.7954293855777299
37.0,0.5088607536528855,0.6079951936886565,0.6532827581830578,0.7596362845641337,0.7727006551732813
38.0,0.4969060448867131,0.6012190742216149,0.7262246981303665,0.708694118238652,0.7782620826345422
39.0,0.49777088698111854,0.5788077695593377,0.7248946279888587,0.7543723769358436,0.790472197337431
40.0,0.46393151342404076,0.5446160310744687,0.5562396898802948,0.7617695234731353,0.7695425178469214
41.0,0.6045234799171053,0.5727761448571345,0.7545426242471516,0.7393518571520725,0.8196570623840839
42.0,0.4894301431139285,0.5859260057273866,0.6987366226558338,0.7125399214520811,0.8435805675521798
43.0,0.4859033087053856,0.5399035702515051,0.7189446077177829,0.7298647582199341,0.7111208076030381
44.0,0.49292876753849163,0.6339364802450108,0.6742110397786428,0.7688020730745573,0.7021565575403981
45.0,0.4394718751862686,0.6382434066190661,0.615216131054132,0.7331786886975341,0.8781418210270756
46.0,0.47473557451884774,0.607555169505932,0.6844396180430636,0.7478487802868681,0.8227793948824056
47.0,0.437848514465807,0.604463299697525,0.6719108815620392,0.7202135303781508,0.7462712384905145
48.0,0.5233838147078542,0.644046947546615,0.7171800570418185,0.7638895455963172,0.8323620949190167
