time,sensor1,sensor2,sensor3,sensor4,sensor5
0.0,0.5363246358447806,0.581149939147997,0.7733277388006842,0.7228255385927836,0.7627816103316752
1.0,0.48029895958310465,0.6692819446620915,0.6752975269322415,0.6569053951719162,0.8233710757760777
2.0,0.5734326398358682,0.6275030019746681,0.676625254392789,0.7186637897296465,0.7874376203261935
3.0,0.525121315059499,0.5015642139031234,0.6750999361312369,0.6820879609033907,0.7841900058718321
4.0,0.43704692336721307,0.6353833876523425,0.6891029667015854,0.7661878280114173,0.781675751272986
5.0,0.568623764035546,0.4885741967902318,0.6201799718427139,0.7025983537499139,0.7647224036225438
6.0,0.502104987634431,0.5297452574968061,0.7516376241258249,0.740415331043447,0.7555158249955181
7.0,0.47086384230844786,0.6308470607547575,0.6706886419905417,0.7613045464719923,0.7748855939127129
8.0,0.5722061823451445,0.5803336754216579,0.569002940473278,0.7552336231616481,0.8037419166109958
9.0,0.4560826170121486,0.5849715506666308,0.68136322141649,0.7350138752188481,0.8224085348886442
10.0,0.43929450216395877,0.5597738303645162,0.7058138460222098,0.6770494898465695,0.7600458744311621
11.0,0.4936089622080231,0.5586329744550634,0.7582407499900431,0.7624967427991539,0.814862705046166
12.0,0.5361788694221338,0.6097304937294243,0.7590622149437035,0.7013684606834526,0.7479042715357144
13.0,0.5099445043640711,0.5374520340510895,0.6817244022540693,0.77325835750389,0.8268367840800745
14.0,0.47406879584558803,0.5891365673580681,0.6104566008483505,0.7241520122989401,0.8135520347509881
15.0,0.5652332369725566,0.4845771752062521,0.7002670784775006,0.7038971887908585,0.7573267502546104
16.0,0.5949003998733539,0.5717850083878161,0.7498059442160812,0.7368698128505269,0.8649416500601708
17.0,0.46162014026187675,0.6777905123097733,0.6850864044803249,0.6833241482252127,0.8591969917160104
18.0,0.5419855298921502,0.5666281592331437,0.683933650461251,0.7829252941624254,0.7306693090214664
19.0,0.480004276437231,0.6158979972141202,0.6799543862890012,0.7201314767106725,0.7382146363700764
20.0,0.49587931678239267,0.6340935544936089,0.7392427588996022,0.7268371162758519,0.8081937039432969
21.0,0.5453975640422152,0.5570258814967107,0.6646723864445658,0.7140446875268411,0.730742662850249
22.0,0.5769503698492937,0.6039157190850495,0.6737756765298435,0.7037389658643985,0.8599228022473757
23.0,0.527737960671496,0.586806784405308,0.7061076195089101,0.8050542863799748,0.7302962549921803
24.0,0.5218600756490265,0.4895395047129788,0.7208133376594327,0.7727856152991324,0.7756570784075525
25.0,0.5381812987617127,0.5754063840840635,0.7312668019553942,0.7360270040873477,0.7873028538724129
26.0,0.5049573398600034,0.5772295604525752,0.6924583527703657,0.6883253970842004,0.7042644394416897
27.0,0.5996134268088069,0.5631045922767457,0.6480629877743433,0.6796381758633704,0.8012990435490283
28.0,0.4581715484182418,0.5130821998975457,0.7016012280494367,0.7623695363139091,0.7686027412831156
29.0,0.48981825453030886,0.6380242310953024,0.6102568459529328,0.6534437179709325,0.7071257994794385
30.0,0.571064458147337,0.5620247718461924,0.6407598702752515,0.7373287884842161,0.7941129742853011
31.0,0.46428582346535413,0.6271768096203368,0.7049377312639753,0.7491556781310472,0.8219876443274494
32.0,0.49786353443662373,0.6403210510426062,0.6223766606572921,0.7990504566917775,0.8565901906563083
33.0,0.5169202059555673,0.6011482812175489,0.6421247877341967,0.7277651348400856,0.6898789184053843
34.0,0.4937096023346056,0.5604390606928128,0.7276197274618853,0.7725290888361749,0.7817092497606096
35.0,0.45407470999919614,0.6133493812693458,0.7384888404502254,0.8156807569325819,0.7413413438679617
36.0,0.5287074557879383,0.5571323504879026,0.6800322467256147,0.6805698267610695,0.8263268051273857
37.0,0.4713764820836861,0.5848767103863437,0.5699310572848906,0.7091890228388953,0.749509817571516
38.0,0.4501025005974512,0.5612344262648846,0.677299741871187,0.7339520369195944,0.7864616761460458
39.0,0.5536774030987175,0.5772840115628981,0.63656795672523,0.760665537564676,0.8808651285368205
40.0,0.5406795395650279,0.6519665818104556,0.678605908015873,0.7653934747933078,0.7728570828866467
41.0,0.4680657281627505,0.6054462520457994,0.7484176653803525,0.808002508062271,0.7619892553448168
42.0,0.5074421523421995,0.6062063824267758,0.693092726150793,0.8041971388141651,0.7339776267418039
43.0,0.5129469514539897,0.5663126754864222,0.6757226673774601,0.6957851103298838,0.8015590490824447
44.0,0.5080634862266789,0.5172036030114041,0.6693680530670205,0.7318147394706291,0.7646819982400042
45.0,0.5725533130648259,0.5972537927406998,0.6050635826804143,0.7096414454786745,0.8268695991035232
46.0,0.5034679459240793,0.6274832096702754,0.6729210834587719,0.6910669505486334,0.7890834441149027
47.0,0.612832578923443,0.5337708297529149,0.6778041208162279,0.7397666109672373,0.8526285299742911
48.0,0.47911546858459314,0.5710439655569145,0.6708952658724943,0.6952422188486365,0.825280961160154
